rownum,sno,CUI1,CUI2
6589,9,C0609674,C2356393
6590,10,C1307039,C3768805
6591,11,C2442413,C3049168
6592,12,C3757815,C3886595
6593,13,C0607032,C1739722
6594,14,C3345802,C3572191
6595,15,C2402286,C2572762
6596,16,C0330042,C0542014
6597,17,C0915662,C3938718
6598,18,C0029808,C1545096
6599,19,C1525203,C1870237
6600,20,C0441669,C3540620
6601,21,C0181273,C3793469
6602,22,C0658122,C1915499
6603,23,C3273301,C3393884
6604,24,C0252220,C3433610
6605,25,C0019699,C2440470
6606,26,C0092708,C1319228
6607,27,C0038556,C1939858
6608,28,C0603070,C3548893
6609,29,C3109188,C3123488
6610,30,C1220585,C3724479
6611,31,C1306896,C1643747
6612,32,C2813486,C3590543
6613,33,C0889722,C1464289
6614,34,C1024474,C1515315
6615,35,C0367645,C3255150
6616,36,C1182389,C1979931
6617,37,C0364721,C3973008
6618,38,C0997190,C3822070
6619,39,C1431878,C2489842
6620,40,C0607192,C2598145
6621,41,C1101095,C1149666
6622,42,C1174037,C1639340
6623,43,C1204208,C3717518
6624,44,C2393394,C4037884
6625,45,C0312861,C1856093
6626,46,C1922491,C3322668
6627,47,C0818278,C3613718
6628,48,C1973105,C3047390
6629,49,C3315667,C3332047
6630,50,C1987585,C2928896
6631,51,C2932101,C2985615
6632,52,C1897977,C3421185
6633,53,C0953353,C1382183
6634,54,C2329148,C2532851
6635,55,C0050028,C1596567
6636,56,C2265494,C3953231
6637,57,C0501603,C2387889
6638,58,C1020922,C1083819
6639,59,C1229986,C1888810
6640,60,C1126265,C1906594
6641,61,C1891970,C2406844
6642,62,C0602982,C2486015
6643,63,C0328133,C0807231
6644,64,C0030855,C3814551
6645,65,C0968227,C3968870
6646,66,C2976100,C3939574
6647,67,C1017380,C2657782
6648,68,C0439134,C3762573
6649,69,C1552238,C3421062
6650,0,C1461909,C2669218
6651,1,C0073862,C1459940
6652,2,C0871664,C0997010
6653,3,C2819514,C3278946
6654,4,C1134611,C1472537
6655,5,C1838594,C2571954
6656,6,C2393481,C2818178
6657,7,C2501570,C3824444
6658,8,C3029877,C3488494
6659,9,C2338570,C2781623
6660,10,C0426495,C2703164
6661,11,C1892769,C2478070
6662,12,C1491293,C2798035
6663,13,C2426445,C2716646
6664,14,C1281387,C2920059
6665,15,C0622992,C3482422
6666,16,C1664751,C3829174
6667,17,C3757012,C3942358
6668,18,C3131882,C3549035
6669,19,C1173217,C3596196
6670,20,C1369066,C1501111
6671,21,C1554328,C2609764
6672,22,C0972302,C2921364
6673,23,C3218038,C3847428
6674,24,C2490222,C3629821
6675,25,C1981471,C3982702
6676,26,C2440105,C2607093
6677,27,C3120798,C3739563
6678,28,C1149220,C3025442
6679,29,C2759536,C3495367
6680,30,C0279049,C3438301
6681,31,C1189040,C3557567
6682,32,C0366696,C1434517
6683,33,C1034133,C3628933
6684,34,C2490575,C2675930
6685,35,C2289396,C2981205
6686,36,C0506633,C2499001
6687,37,C3585402,C3849506
6688,38,C0070770,C3254065
6689,39,C0943299,C1665277
6690,40,C2272461,C3919166
6691,41,C2776728,C3770616
6692,42,C0955405,C1742172
6693,43,C0453932,C3933649
6694,44,C3054212,C3915475
6695,45,C1517849,C3317929
6696,46,C1247505,C3567621
6697,47,C3172596,C3823006
6698,48,C1678975,C3951931
6699,49,C3054067,C3958942
6700,50,C3349698,C3750020
6701,51,C2529304,C3618413
6702,52,C1958245,C2383073
6703,53,C1516140,C3381120
6704,54,C1721146,C2648122
6705,55,C1677772,C2306547
6706,56,C3377579,C3762747
6707,57,C0889757,C3927211
6708,58,C0026846,C2774523
6709,59,C1322288,C3239875
6710,60,C3315493,C4007383
6711,61,C3365034,C3444361
6712,62,C0064329,C1054507
6713,63,C3050180,C3973980
6714,64,C1434854,C1558473
6715,65,C0551158,C1170139
6716,66,C0528154,C2628845
6717,67,C0251993,C1261935
6718,68,C2619263,C2998045
6719,69,C2282769,C2481144
6720,0,C3483189,C3544921
6721,1,C1723374,C3245422
6722,2,C1629113,C1887386
6723,3,C1180400,C2726017
6724,4,C1679304,C3475880
6725,5,C0296376,C0968929
6726,6,C3848498,C3870356
6727,7,C0044070,C2522074
6728,8,C1066513,C2731919
6729,9,C1227259,C2986625
6730,10,C0271911,C3976514
6731,11,C2393521,C3604042
6732,12,C3464346,C3738871
6733,13,C1565676,C3392573
6734,14,C3328442,C3592351
6735,15,C1004795,C3489513
6736,16,C3078264,C3609580
6737,17,C3393281,C3848940
6738,18,C3541256,C4010006
6739,19,C3716958,C3792079
6740,20,C1973036,C3616008
6741,21,C1405762,C3568267
6742,22,C0459161,C1525985
6743,23,C1555760,C3743773
6744,24,C2659897,C3801783
6745,25,C1458694,C3765247
6746,26,C0054849,C1868179
6747,27,C0295022,C3484651
6748,28,C1068768,C1440428
6749,29,C1819290,C3501557
6750,30,C1616771,C3792998
6751,31,C1122261,C2959898
6752,32,C1083377,C1550982
6753,33,C1449029,C2577895
6754,34,C3021610,C4034503
6755,35,C2483489,C2543564
6756,36,C1515291,C3579089
6757,37,C1346105,C3439118
6758,38,C1564520,C3016185
6759,39,C2787596,C3399702
6760,40,C0349381,C0502814
6761,41,C0409968,C3238997
6762,42,C0954515,C2516581
6763,43,C1061653,C3150094
6764,44,C0959862,C2648689
6765,45,C1656846,C3097263
6766,46,C1190659,C2558210
6767,47,C0053851,C2947212
6768,48,C3434976,C4044134
6769,49,C0072731,C2647684
6770,50,C2314067,C2356776
6771,51,C0892060,C2436531
6772,52,C3458110,C3609344
6773,53,C0699975,C1564938
6774,54,C2501460,C2943700
6775,55,C2286576,C3957993
6776,56,C0099577,C3747108
6777,57,C2626495,C3346125
6778,58,C1017607,C3413315
6779,59,C2623307,C2713675
6780,60,C1912304,C2377834
6781,61,C0154275,C3645205
6782,62,C0032230,C1368998
6783,63,C2688226,C3028576
6784,64,C2715710,C3793075
6785,65,C0723082,C3339867
6786,66,C0755098,C2463907
6787,67,C2735903,C3410578
6788,68,C2353157,C3657768
6789,69,C2822218,C3840850
6790,0,C1634035,C3784012
6791,1,C0428183,C2473608
6792,2,C1928976,C2338580
6793,3,C2424317,C2613107
6794,4,C1171958,C3430429
6795,5,C2296412,C4042525
6796,6,C1205233,C1438347
6797,7,C0372858,C0485921
6798,8,C0115432,C0736374
6799,9,C1743882,C3812057
6800,10,C1321733,C3978700
6801,11,C1004022,C2686708
6802,12,C0225560,C3157642
6803,13,C0276311,C2412840
6804,14,C1014506,C1619992
6805,15,C1699390,C2364983
6806,16,C2698223,C3603555
6807,17,C3344765,C3825879
6808,18,C2280379,C2685084
6809,19,C2459867,C3767163
6810,20,C2268445,C3951304
6811,21,C0881457,C2734167
6812,22,C1881021,C1898175
6813,23,C0493309,C1688121
6814,24,C0109978,C2784884
6815,25,C2928053,C3064095
6816,26,C3268757,C3499817
6817,27,C3100425,C3933234
6818,28,C1830388,C3980022
6819,29,C1899056,C3260535
6820,30,C0864457,C3830269
6821,31,C3145809,C3927501
6822,32,C0597888,C1065187
6823,33,C0293604,C1453256
6824,34,C1923277,C3934452
6825,35,C1073379,C3742393
6826,36,C3358410,C3566965
6827,37,C1369720,C1673888
6828,38,C0492519,C1544854
6829,39,C1238168,C2806436
6830,40,C0038199,C2070022
6831,41,C2438810,C3146365
6832,42,C3111392,C3547735
6833,43,C1934176,C2935549
6834,44,C0965531,C3406452
6835,45,C0910128,C3773992
6836,46,C1302645,C3909986
6837,47,C1941874,C3349040
6838,48,C3440486,C3900567
6839,49,C1451062,C1831332
6840,50,C0818132,C3961446
6841,51,C1676538,C3317684
6842,52,C1883537,C3474527
6843,53,C2464058,C3791712
6844,54,C1014243,C3219956
6845,55,C0093516,C2426843
6846,56,C2749133,C2790002
6847,57,C1744698,C2622190
6848,58,C1451098,C2785782
6849,59,C1091717,C3910341
6850,60,C0301243,C2717001
6851,61,C0873653,C3578910
6852,62,C2735047,C3777080
6853,63,C2813994,C3496702
6854,64,C0372858,C3178091
6855,65,C1469927,C1605240
6856,66,C3176155,C3790945
6857,67,C3275176,C3927586
6858,68,C0658320,C3748248
6859,69,C2279141,C2511067
6860,0,C3954468,C3961713
6861,1,C2673333,C3029657
6862,2,C0890590,C3257719
6863,3,C0269852,C3619599
6864,4,C1860894,C3364186
6865,5,C1504720,C2607111
6866,6,C1003910,C2611379
6867,7,C0547567,C1844631
6868,8,C0244185,C3638241
6869,9,C1463232,C3096755
6870,10,C2312441,C3753585
6871,11,C2469301,C2743794
6872,12,C0666864,C1284750
6873,13,C3048268,C3973584
6874,14,C1085702,C1847500
6875,15,C2543115,C3871980
6876,16,C1872808,C3169688
6877,17,C1045299,C2413496
6878,18,C2425289,C2982607
6879,19,C2304840,C2621593
6880,20,C3802364,C3948217
6881,21,C2377522,C3221725
6882,22,C0671518,C2587183
6883,23,C1981651,C3787313
6884,24,C2415085,C3449476
6885,25,C1563880,C3089418
6886,26,C2448209,C3893490
6887,27,C3496182,C3699294
6888,28,C1647738,C3973447
6889,29,C0524781,C1468593
6890,30,C1267303,C3095745
6891,31,C2354409,C2927814
6892,32,C0616196,C0637710
6893,33,C0914380,C2762877
6894,34,C0043339,C1631702
6895,35,C0654380,C1332960
6896,36,C2479692,C3065341
6897,37,C2489507,C3235736
6898,38,C0928278,C2486121
6899,39,C0082115,C1002149
6900,40,C0822976,C3241178
6901,41,C3379179,C3824995
6902,42,C2761875,C3362765
6903,43,C2466557,C3716226
6904,44,C1492364,C3083143
6905,45,C2520954,C2978482
6906,46,C2338211,C2410352
6907,47,C0752364,C2499066
6908,48,C2780817,C3111663
6909,49,C2610605,C3270552
6910,50,C3572321,C3574944
6911,51,C0720087,C2743454
6912,52,C3488882,C3501607
6913,53,C1565608,C3033848
6914,54,C0889855,C3574501
6915,55,C0828619,C2542510
6916,56,C3084802,C3253292
6917,57,C1250253,C3281941
6918,58,C1203005,C3412454
6919,59,C1163068,C3123237
6920,60,C3612316,C3793579
6921,61,C0197445,C1966725
6922,62,C1680385,C3871322
6923,63,C0206374,C1896070
6924,64,C1070718,C3565075
6925,65,C2775999,C3828989
6926,66,C0507306,C2457978
6927,67,C1558890,C2654812
6928,68,C2365085,C3953020
6929,69,C3112504,C3826105
6930,0,C0262049,C1571104
6931,1,C1075467,C3373221
6932,2,C0299889,C1835796
6933,3,C0014712,C1667942
6934,4,C2665952,C2786083
6935,5,C1334537,C3579298
6936,6,C0278968,C2982039
6937,7,C0655951,C1826745
6938,8,C0058080,C2954158
6939,9,C1651078,C4034261
6940,10,C1988760,C3054875
6941,11,C0908270,C1430303
6942,12,C0657485,C3179735
6943,13,C1335876,C1432906
6944,14,C2397663,C3051541
6945,15,C3156338,C3388708
6946,16,C1230659,C1638399
6947,17,C2635835,C2660674
6948,18,C0408977,C0671904
6949,19,C2658338,C2953497
6950,20,C1490226,C2752081
6951,21,C2621709,C3466543
6952,22,C2336652,C3475007
6953,23,C0599700,C1863661
6954,24,C1849959,C2379285
6955,25,C2303646,C2961319
6956,26,C0956268,C2737146
6957,27,C2419011,C2992615
6958,28,C3005131,C3204578
6959,29,C1020687,C1206903
6960,30,C2811901,C3457287
6961,31,C1930255,C3770448
6962,32,C1056928,C3100258
6963,33,C2520240,C2988412
6964,34,C1023762,C3124220
6965,35,C2648458,C2983453
6966,36,C2701281,C3600284
6967,37,C2935985,C3741385
6968,38,C3245985,C3629273
6969,39,C3260994,C3769141
6970,40,C0003567,C1182240
6971,41,C1699491,C3820442
6972,42,C0825651,C3427089
6973,43,C0931486,C3821829
6974,44,C0927610,C1722536
6975,45,C1841921,C3413520
6976,46,C0253321,C2436559
6977,47,C1186681,C3363878
6978,48,C3324190,C3401882
6979,49,C0543414,C3053736
6980,50,C2285904,C3788386
6981,51,C2277366,C3893036
6982,52,C0833846,C3577161
6983,53,C2522063,C2698362
6984,54,C3528873,C3547399
6985,55,C2481307,C3272258
6986,56,C2376273,C3776808
6987,57,C2789636,C3803870
6988,58,C3750176,C4023794
6989,59,C0912789,C1914882
6990,60,C2790058,C3045934
6991,61,C3416726,C3803109
6992,62,C1122709,C2985136
6993,63,C0724225,C3626369
6994,64,C1942441,C3405962
6995,65,C0967751,C1429449
6996,66,C3834110,C3923079
6997,67,C1383896,C3554277
6998,68,C0927511,C2354277
6999,69,C0981152,C1214427
